date,temperature_2m_mean
2016-04-18 00:00:00+00:00,6.5757504
2016-04-19 00:00:00+00:00,8.402833
2016-04-20 00:00:00+00:00,10.223667
2016-04-21 00:00:00+00:00,12.259084
2016-04-22 00:00:00+00:00,13.1986685
2016-04-23 00:00:00+00:00,9.465334
2016-04-24 00:00:00+00:00,5.2965837
2016-04-25 00:00:00+00:00,4.634084
2016-04-26 00:00:00+00:00,5.7882514
2016-04-27 00:00:00+00:00,4.6403327
2016-04-28 00:00:00+00:00,6.16325
2016-04-29 00:00:00+00:00,9.009083
2016-04-30 00:00:00+00:00,9.279917
2016-05-01 00:00:00+00:00,7.1194997
2016-05-02 00:00:00+00:00,11.234084
2016-05-03 00:00:00+00:00,9.796583
2016-05-04 00:00:00+00:00,9.836165
2016-05-05 00:00:00+00:00,10.952834
2016-05-06 00:00:00+00:00,14.406999
2016-05-07 00:00:00+00:00,15.561166
2016-05-08 00:00:00+00:00,15.684082
2016-05-09 00:00:00+00:00,16.436167
2016-05-10 00:00:00+00:00,16.352833
2016-05-11 00:00:00+00:00,15.66325
2016-05-12 00:00:00+00:00,12.919499
2016-05-13 00:00:00+00:00,12.652832
2016-05-14 00:00:00+00:00,12.082
2016-05-15 00:00:00+00:00,8.919501
2016-05-16 00:00:00+00:00,8.9195
2016-05-17 00:00:00+00:00,10.759084
2016-05-18 00:00:00+00:00,13.46325
2016-05-19 00:00:00+00:00,10.821584
2016-05-20 00:00:00+00:00,12.682
2016-05-21 00:00:00+00:00,16.644499
2016-05-22 00:00:00+00:00,16.5195
2016-05-23 00:00:00+00:00,10.236167
2016-05-24 00:00:00+00:00,11.1153345
2016-05-25 00:00:00+00:00,13.929917
2016-05-26 00:00:00+00:00,17.07575
2016-05-27 00:00:00+00:00,18.721586
2016-05-28 00:00:00+00:00,18.702833
2016-05-29 00:00:00+00:00,16.402832
2016-05-30 00:00:00+00:00,14.367417
2016-05-31 00:00:00+00:00,14.950749
2016-06-01 00:00:00+00:00,15.0945015
2016-06-02 00:00:00+00:00,15.104917
2016-06-03 00:00:00+00:00,15.434085
2016-06-04 00:00:00+00:00,15.840336
2016-06-05 00:00:00+00:00,16.938251
2016-06-06 00:00:00+00:00,18.592415
2016-06-07 00:00:00+00:00,19.454918
2016-06-08 00:00:00+00:00,16.734083
2016-06-09 00:00:00+00:00,16.907
2016-06-10 00:00:00+00:00,18.454916
2016-06-11 00:00:00+00:00,16.29033
2016-06-12 00:00:00+00:00,14.894504
2016-06-13 00:00:00+00:00,14.675751
2016-06-14 00:00:00+00:00,13.346583
2016-06-15 00:00:00+00:00,14.15075
2016-06-16 00:00:00+00:00,14.3861685
2016-06-17 00:00:00+00:00,15.057
2016-06-18 00:00:00+00:00,14.734086
2016-06-19 00:00:00+00:00,14.267418
2016-06-20 00:00:00+00:00,16.115335
2016-06-21 00:00:00+00:00,16.590336
2016-06-22 00:00:00+00:00,21.332
2016-06-23 00:00:00+00:00,24.057001
2016-06-24 00:00:00+00:00,24.140335
2016-06-25 00:00:00+00:00,19.457003
2016-06-26 00:00:00+00:00,17.167418
2016-06-27 00:00:00+00:00,17.344501
2016-06-28 00:00:00+00:00,18.863253
2016-06-29 00:00:00+00:00,19.261168
2016-06-30 00:00:00+00:00,18.640337
2016-07-01 00:00:00+00:00,20.021585
2016-07-02 00:00:00+00:00,17.127832
2016-07-03 00:00:00+00:00,17.0445
2016-07-04 00:00:00+00:00,19.015333
2016-07-05 00:00:00+00:00,19.5945
2016-07-06 00:00:00+00:00,18.569502
