Open,High,Low,Close,Volume,Dividends,Stock Splits,Date,Year
78.61887256747953,80.65371243547787,78.0639127406833,80.06512451171875,1951932,0.0,0.0,2020-03-04 00:00:00+01:00,2020
80.80506234047158,80.8891454108525,77.96301350478288,78.28253173828125,2119830,0.0,0.0,2020-03-05 00:00:00+01:00,2020
76.73537337225893,77.25669219422588,73.59061431884766,73.59061431884766,3830813,0.0,0.0,2020-03-06 00:00:00+01:00,2020
67.82243047808684,70.7821963690921,67.26747076501503,67.87287902832031,5790100,0.0,0.0,2020-03-09 00:00:00+01:00,2020
68.5455546372274,69.89090927786397,63.702301025390625,63.702301025390625,4582257,0.0,0.0,2020-03-10 00:00:00+01:00,2020
64.94674361748956,66.25846370796555,64.34133533190467,64.61040496826172,3530899,0.0,0.0,2020-03-11 00:00:00+01:00,2020
59.010392428070546,60.776162355647706,53.107671139149176,53.57854461669922,6038375,0.0,0.0,2020-03-12 00:00:00+01:00,2020
55.57974642722222,60.01939847054649,53.17493704213021,56.65602493286133,6657570,0.0,0.0,2020-03-13 00:00:00+01:00,2020
52.0482190750989,52.132302150380475,46.04459319762092,49.64340591430664,6291533,0.0,0.0,2020-03-16 00:00:00+01:00,2020
51.459622143546106,54.789364796131714,46.29684363678099,53.88125228881836,4271155,0.0,0.0,2020-03-17 00:00:00+01:00,2020
52.922682532989334,55.596568013791085,47.23858255046684,47.92807388305664,4013244,0.0,0.0,2020-03-18 00:00:00+01:00,2020
47.15450208102017,53.561728253612,46.49864201074944,52.670433044433594,3796226,0.0,0.0,2020-03-19 00:00:00+01:00,2020
55.29386544502341,60.944334289567934,53.88124823388728,58.67405319213867,4771017,0.0,0.0,2020-03-20 00:00:00+01:00,2020
54.150321510658586,58.30408394844246,52.04821280616972,54.87344741821289,2224008,0.0,0.0,2020-03-23 00:00:00+01:00,2020
57.12691212259277,58.20319082665937,53.124495078608874,58.10228729248047,2759668,0.0,0.0,2020-03-24 00:00:00+01:00,2020
60.01940239752079,62.92871992815538,57.950928306322545,62.777374267578125,2638841,0.0,0.0,2020-03-25 00:00:00+01:00,2020
61.26386888976239,63.7863998413086,58.842241485724095,63.786399841308594,2391325,0.0,0.0,2020-03-26 00:00:00+01:00,2020
61.41521169531278,63.063264230727206,58.87586066315105,60.23802947998047,2504254,0.0,0.0,2020-03-27 00:00:00+01:00,2020
61.297493469689286,61.801998295196114,58.85904599542487,61.38157653808594,1285874,0.0,0.0,2020-03-30 00:00:00+02:00,2020
61.38156791946921,63.76956008529493,59.02720384417889,63.399593353271484,2945683,0.0,0.0,2020-03-31 00:00:00+02:00,2020
60.70890206173568,60.70890206173568,56.319704096466836,56.386966705322266,2759667,0.0,0.0,2020-04-01 00:00:00+02:00,2020
56.75693636205849,57.16054406551115,53.81398410624805,54.73891067504883,2334457,0.0,0.0,2020-04-02 00:00:00+02:00,2020
54.436200502944395,55.49566499452982,53.30947341413417,53.679443359375,1719472,0.0,0.0,2020-04-03 00:00:00+02:00,2020
56.25242710847286,59.61580084990471,55.71428782305387,59.14492416381836,2242124,0.0,0.0,2020-04-06 00:00:00+02:00,2020
60.30529121817132,62.10469562702407,59.044026085884276,60.47345733642578,1781255,0.0,0.0,2020-04-07 00:00:00+02:00,2020
59.985771674604784,62.356956481933594,59.04403106870292,62.356956481933594,1504993,0.0,0.0,2020-04-08 00:00:00+02:00,2020
62.97918315861584,64.40861462712442,61.02842637982213,64.32453155517578,1974381,0.0,0.0,2020-04-09 00:00:00+02:00,2020
64.74495282976359,66.02303219283806,63.55095653798808,64.7785873413086,1729930,0.0,0.0,2020-04-14 00:00:00+02:00,2020
64.34133634373359,65.33353184623957,59.02720613076755,59.32991027832031,1816522,0.0,0.0,2020-04-15 00:00:00+02:00,2020
