Date,Close
2023-03-06 00:00:00+01:00,101.01425170898438
2023-03-07 00:00:00+01:00,100.23723602294922
2023-03-08 00:00:00+01:00,100.66275024414062
2023-03-09 00:00:00+01:00,100.40373229980469
2023-03-10 00:00:00+01:00,100.12622833251953
2023-03-13 00:00:00+01:00,97.66561126708984
2023-03-14 00:00:00+01:00,99.03466796875
2023-03-15 00:00:00+01:00,94.7239990234375
2023-03-16 00:00:00+01:00,96.83308410644531
2023-03-17 00:00:00+01:00,95.70453643798828
2023-03-20 00:00:00+01:00,96.90708923339844
2023-03-21 00:00:00+01:00,99.01618194580078
2023-03-22 00:00:00+01:00,98.72016906738281
2023-03-23 00:00:00+01:00,96.29656219482422
2023-03-24 00:00:00+01:00,93.76195526123047
2023-03-27 00:00:00+02:00,94.5204849243164
2023-03-28 00:00:00+02:00,95.02001190185547
2023-03-29 00:00:00+02:00,96.57408142089844
2023-03-30 00:00:00+02:00,97.51761627197266
2023-03-31 00:00:00+02:00,97.79512786865234
2023-04-03 00:00:00+02:00,96.48157501220703
2023-04-04 00:00:00+02:00,96.72208404541016
2023-04-05 00:00:00+02:00,97.73963165283203
2023-04-06 00:00:00+02:00,99.12718963623047
2023-04-11 00:00:00+02:00,100.25572967529297
2023-04-12 00:00:00+02:00,100.32972717285156
2023-04-13 00:00:00+02:00,101.01425170898438
2023-04-14 00:00:00+02:00,100.20022583007812
2023-04-17 00:00:00+02:00,100.55174255371094
2023-04-18 00:00:00+02:00,101.25476837158203
2023-04-19 00:00:00+02:00,102.5128173828125
2023-04-20 00:00:00+02:00,102.03179931640625
2023-04-21 00:00:00+02:00,101.99480438232422
2023-04-24 00:00:00+02:00,102.75334167480469
2023-04-25 00:00:00+02:00,103.34278106689453
2023-04-26 00:00:00+02:00,105.94774627685547
2023-04-27 00:00:00+02:00,105.66252899169922
2023-04-28 00:00:00+02:00,106.67028045654297
2023-05-02 00:00:00+02:00,103.38080596923828
2023-05-03 00:00:00+02:00,104.17941284179688
2023-05-04 00:00:00+02:00,103.22869873046875
2023-05-05 00:00:00+02:00,103.70404815673828
2023-05-08 00:00:00+02:00,104.42658996582031
2023-05-09 00:00:00+02:00,104.3885726928711
2023-05-10 00:00:00+02:00,103.9892578125
2023-05-11 00:00:00+02:00,103.32376861572266
2023-05-12 00:00:00+02:00,103.85616302490234
2023-05-15 00:00:00+02:00,103.837158203125
2023-05-16 00:00:00+02:00,104.29348754882812
2023-05-17 00:00:00+02:00,105.16815948486328
2023-05-18 00:00:00+02:00,104.74983978271484
2023-05-19 00:00:00+02:00,105.43435668945312
2023-05-22 00:00:00+02:00,104.86392211914062
2023-05-23 00:00:00+02:00,104.27448272705078
2023-05-24 00:00:00+02:00,103.1146011352539
2023-05-25 00:00:00+02:00,102.48713684082031
2023-05-26 00:00:00+02:00,103.01954650878906
2023-05-29 00:00:00+02:00,103.1716537475586
2023-05-30 00:00:00+02:00,102.22093200683594
2023-05-31 00:00:00+02:00,101.08007049560547
2023-06-01 00:00:00+02:00,101.74557495117188
2023-06-02 00:00:00+02:00,102.27798461914062
2023-06-05 00:00:00+02:00,101.66952514648438
2023-06-06 00:00:00+02:00,101.68852996826172
2023-06-07 00:00:00+02:00,102.37305450439453
2023-06-08 00:00:00+02:00,101.93572235107422
2023-06-09 00:00:00+02:00,101.44135284423828
2023-06-12 00:00:00+02:00,101.8786849975586
2023-06-13 00:00:00+02:00,101.47937774658203
2023-06-14 00:00:00+02:00,103.39982604980469
2023-06-15 00:00:00+02:00,102.94347381591797
2023-06-16 00:00:00+02:00,105.03506469726562
2023-06-19 00:00:00+02:00,100.8328857421875
2023-06-20 00:00:00+02:00,101.84064483642578
2023-06-21 00:00:00+02:00,100.87091827392578
2023-06-22 00:00:00+02:00,100.2054214477539
2023-06-23 00:00:00+02:00,98.87442016601562
2023-06-26 00:00:00+02:00,98.93145751953125
2023-06-27 00:00:00+02:00,99.4448471069336
2023-06-28 00:00:00+02:00,100.0913314819336
2023-06-29 00:00:00+02:00,100.41458129882812
2023-06-30 00:00:00+02:00,101.13711547851562
2023-07-03 00:00:00+02:00,101.4223403930664
2023-07-04 00:00:00+02:00,101.19416046142578
2023-07-05 00:00:00+02:00,99.88217163085938
2023-07-06 00:00:00+02:00,96.99200439453125
2023-07-07 00:00:00+02:00,97.353271484375
2023-07-10 00:00:00+02:00,97.6955337524414
2023-07-11 00:00:00+02:00,98.58920288085938
2023-07-12 00:00:00+02:00,99.92020416259766
2023-07-13 00:00:00+02:00,100.3385238647461
2023-07-14 00:00:00+02:00,101.1751480102539
2023-07-17 00:00:00+02:00,100.31950378417969
